Timestamp,Source_Node_ID,RSSI_dBm,Noise_Floor_dBm,PDR_Percentage,Packet_Drop_Count,Bit_Error_Rate,Throughput_Kbps,Jitter_ms,Label,SNR_dB,Class_ID
1764624434.8713167,2,-45.57,-92.54,96.06,0,0.0008505911038751711,276.0,9.62,Normal,46.97,0
1764624665.3713167,15,-43.9,-92.6,96.63,0,0.0003582572274094626,223.25,9.96,Normal,48.69,0
1764624678.2713165,13,-42.0,-87.22,99.84,0,0.00040467829219630226,247.28,8.73,Normal,45.21,0
1764624421.7713165,47,-62.9,-50.57,24.16,95,0.17538323663845706,17.27,222.66,Jamming,-12.32,1
1764623501.4713166,17,-52.38,-50.34,7.31,55,0.13996328502919914,1.89,497.77,Jamming,-2.03,1
1764623291.1713166,24,-49.31,-89.68,95.63,0,0.00041963204202642376,262.38,5.88,Normal,40.36,0
1764623991.6713166,47,-68.62,-48.98,12.87,60,0.21131419850458866,11.04,420.85,Jamming,-19.64,1
1764624765.6713166,26,-57.46,-92.59,95.64,0,0.00030243228231131955,287.28,5.23,Normal,35.12,0
1764624144.6713166,11,-27.59,-93.16,90.82,6,0.002245289661016219,379.16,140.32,Spoofing,65.57,2
1764624699.0713167,4,-39.86,-90.09,98.14,0,0.0009176030723994097,260.82,2.41,Normal,50.22,0
1764623672.5713167,42,-54.14,-50.26,19.84,67,0.28330439215704273,10.69,132.76,Jamming,-3.88,1
1764624689.6713166,30,-43.69,-93.59,98.56,0,0.0009314987636932517,229.76,5.24,Normal,49.9,0
1764623450.8713167,20,-46.37,-91.73,97.66,0,0.0005326626232003813,259.75,1.02,Normal,45.35,0
1764624646.8713167,1,-72.88,-47.93,2.69,58,0.26483431662153056,6.13,442.54,Jamming,-24.95,1
1764624355.1713166,41,-49.7,-43.84,28.91,93,0.1974901851353637,11.17,348.48,Jamming,-5.86,1
1764623744.1713166,6,-47.91,-87.25,96.25,0,0.0005854346075363919,184.94,2.49,Normal,39.35,0
1764624601.4713166,19,-36.87,-90.38,97.06,0,0.0008507378266515039,255.23,5.22,Normal,53.51,0
1764624949.2713165,33,-48.85,-89.9,95.58,0,0.00022573759788718534,243.31,8.41,Normal,41.04,0
1764623336.2713165,4,-56.47,-46.69,11.31,57,0.22122121479389797,12.33,208.43,Jamming,-9.77,1
1764624328.4713166,44,-41.5,-89.66,97.55,0,0.0006127237422945034,250.95,5.04,Normal,48.15,0
1764624629.7713165,11,-49.42,-91.53,96.41,0,0.00028591071712274737,243.09,9.97,Normal,42.11,0
1764623571.1713166,16,-41.08,-90.16,96.91,0,0.0006692242537466039,242.74,4.81,Normal,49.08,0
1764623673.0713167,22,-57.27,-41.42,20.19,75,0.1754078930203838,16.22,131.74,Jamming,-15.85,1
1764624125.5713167,38,-47.21,-87.75,99.12,0,0.00035126375619727904,246.69,2.88,Normal,40.55,0
1764624916.8713167,32,-47.86,-89.21,96.98,0,0.0008835251558337474,251.84,8.47,Normal,41.35,0
1764623431.0713167,50,-43.63,-47.93,13.32,61,0.2209376416643309,12.74,128.53,Jamming,4.3,1
1764623286.2713165,26,-44.93,-90.28,98.26,0,0.0009055411749793059,240.11,6.1,Normal,45.35,0
1764623762.3713167,8,-77.6,-47.24,12.91,52,0.15275996091796748,7.72,121.58,Jamming,-30.36,1
1764624389.6713166,20,-30.21,-90.49,88.26,5,0.0012077882144598177,250.83,79.55,Spoofing,60.28,2
1764623209.4713166,20,-44.66,-93.53,97.0,0,0.00097726373944111,218.01,6.35,Normal,48.87,0
1764624546.1713166,42,-26.85,-90.56,90.7,8,0.005631568096243739,242.57,149.91,Spoofing,63.71,2
1764624618.8713167,24,-42.15,-90.85,98.52,0,0.00022098924373512355,241.1,9.35,Normal,48.71,0
1764624738.8713167,37,-28.15,-91.76,83.43,7,0.004696818772048369,207.24,129.63,Spoofing,63.61,2
1764623531.7713165,12,-46.45,-87.83,99.09,0,0.00015078947342813938,266.8,1.54,Normal,41.37,0
1764623476.1713166,11,-42.17,-87.5,95.24,0,0.000865060444739923,208.58,5.2,Normal,45.33,0
1764623480.2713165,49,-71.53,-42.26,16.01,99,0.15434014134395896,20.03,292.59,Jamming,-29.27,1
1764623588.9713166,5,-52.11,-90.72,99.7,0,0.0009819110291135642,276.68,6.55,Normal,38.61,0
1764624044.0713167,21,-41.45,-88.7,96.15,0,0.0002873787800779309,247.23,3.96,Normal,47.25,0
1764624666.0713167,32,-68.6,-58.37,14.98,93,0.23765002594588344,16.8,435.21,Jamming,-10.23,1
1764624198.6713166,32,-41.78,-89.14,99.88,0,0.0007293538627985634,233.24,7.63,Normal,47.35,0
1764623591.2713165,45,-57.09,-51.04,9.56,94,0.238501562177328,15.54,117.9,Jamming,-6.05,1
1764623950.7713165,35,-30.08,-89.97,85.57,9,0.006866659625850466,206.1,138.9,Spoofing,59.89,2
1764625048.9713166,24,-65.62,-47.91,17.45,84,0.22735459990096818,6.16,487.7,Jamming,-17.71,1
1764624992.6713166,35,-38.87,-52.8,27.6,57,0.15331873232097115,14.04,491.74,Jamming,13.92,1
1764624179.5713167,50,-27.1,-90.64,93.1,5,0.0014049038878553544,222.18,137.58,Spoofing,63.54,2
1764623211.6713166,3,-27.5,-89.13,91.19,9,0.007886645342278068,243.5,58.24,Spoofing,61.63,2
1764623251.4713166,13,-47.45,-92.72,96.2,0,0.00026093886680930223,233.51,7.8,Normal,45.26,0
1764623216.6713166,25,-44.95,-89.68,97.49,0,0.0006890529142093882,259.56,1.93,Normal,44.73,0
1764624491.0713167,12,-40.25,-88.25,98.97,0,0.00039120191192008684,233.14,5.24,Normal,48.01,0
1764624858.8713167,16,-41.56,-86.14,96.66,0,0.0004961944257201229,261.45,9.38,Normal,44.58,0
1764624961.2713165,29,-54.35,-54.17,12.43,53,0.25551932776771125,17.07,456.62,Jamming,-0.18,1
1764623420.3713167,15,-38.91,-49.31,24.06,91,0.17049673029265539,12.86,485.48,Jamming,10.4,1
1764623892.1713166,30,-63.46,-50.58,5.26,73,0.22515491116621428,12.65,275.04,Jamming,-12.88,1
1764624758.3713167,25,-43.5,-88.64,97.48,0,0.0006176875523153168,241.57,7.19,Normal,45.14,0
1764623758.9713166,8,-46.78,-92.78,98.5,0,0.00051306640052238,251.14,2.21,Normal,46.0,0
1764624705.2713165,24,-46.85,-87.61,98.46,0,0.0001611164618457912,244.2,7.52,Normal,40.76,0
1764623707.2713165,13,-39.61,-88.53,99.26,0,0.00027584097678041893,250.66,1.09,Normal,48.92,0
1764624648.1713166,24,-61.3,-50.71,24.59,69,0.26659767019860514,2.03,227.15,Jamming,-10.59,1
1764624388.6713166,3,-48.29,-90.48,99.81,0,0.0002593521715517379,222.69,9.33,Normal,42.18,0
1764623790.1713166,17,-48.04,-89.63,95.02,0,0.0006033706037047241,231.95,9.46,Normal,41.59,0
1764623771.3713167,41,-64.43,-54.23,25.9,66,0.21209840198931038,6.44,291.66,Jamming,-10.2,1
1764623971.7713165,5,-76.33,-45.39,6.21,94,0.1869698484875194,16.17,252.33,Jamming,-30.94,1
1764623466.1713166,10,-44.75,-91.58,99.39,0,0.0001654035271524546,217.15,4.01,Normal,46.83,0
1764623786.4713166,14,-30.57,-88.71,82.36,8,0.0018805561448968309,215.6,52.62,Spoofing,58.15,2
1764624901.3713167,37,-47.82,-92.8,95.58,0,0.00037411431722776586,269.44,9.67,Normal,44.98,0
1764623672.1713166,29,-47.77,-90.09,97.99,0,0.0005524608181260923,231.71,2.8,Normal,42.32,0
1764623899.3713167,48,-52.62,-54.05,7.13,67,0.2716353570777019,8.77,494.01,Jamming,1.42,1
1764623552.3713167,42,-43.89,-90.96,99.1,0,0.0005824148428071677,217.26,5.28,Normal,47.07,0
1764624576.3713167,9,-39.24,-90.97,99.16,0,0.0005417035781377,252.33,4.22,Normal,51.73,0
1764623949.1713166,31,-46.77,-89.84,97.19,0,0.0009686957468334204,246.25,4.35,Normal,43.08,0
1764624892.1713166,12,-44.54,-92.61,96.77,0,0.0002949502115892494,288.38,9.68,Normal,48.07,0
1764624291.5713167,6,-50.2,-88.92,98.8,0,0.0008391032003369573,266.79,5.05,Normal,38.73,0
1764624146.6713166,42,-50.84,-89.6,99.78,0,0.0004880719548843042,248.54,5.86,Normal,38.76,0
1764624089.6713166,38,-43.38,-49.27,11.18,62,0.22436794393453946,11.07,266.54,Jamming,5.89,1
1764624245.6713166,3,-56.61,-90.09,96.99,0,0.0005100594124124133,245.72,2.54,Normal,33.48,0
1764625009.8713167,8,-46.62,-90.31,97.55,0,0.000763211432871354,208.32,3.78,Normal,43.69,0
1764625004.6713166,11,-51.03,-89.08,99.69,0,0.0003279876223655018,298.51,4.72,Normal,38.05,0
1764624571.2713165,49,-52.1,-87.37,99.53,0,0.0006591708748447891,244.79,1.34,Normal,35.27,0
1764623631.4713166,8,-29.15,-91.34,91.42,3,0.009970084451218705,268.51,97.56,Spoofing,62.19,2
1764625056.2713165,22,-58.49,-46.87,20.27,59,0.20973420154162992,9.62,464.29,Jamming,-11.62,1
1764623570.1713166,23,-36.96,-88.23,96.73,0,0.0005437576274366841,252.03,9.14,Normal,51.28,0
1764624657.9713166,41,-59.0,-55.34,10.12,85,0.16898736573271853,10.12,453.07,Jamming,-3.66,1
1764623267.5713167,30,-55.72,-91.8,99.54,0,0.00021933859391342207,264.13,4.63,Normal,36.08,0
1764624100.2713165,14,-53.89,-90.45,96.79,0,0.0005131991305807172,240.31,2.33,Normal,36.56,0
1764625130.4713166,2,-62.58,-53.16,20.58,82,0.10011128136297341,11.05,358.48,Jamming,-9.41,1
1764623269.3713167,8,-60.45,-52.57,27.16,65,0.216168609553814,12.63,452.86,Jamming,-7.88,1
1764624580.7713165,47,-58.07,-52.7,11.47,66,0.136468765314209,8.38,485.51,Jamming,-5.37,1
1764623295.7713165,42,-38.28,-89.67,96.77,0,0.0006503996886522574,239.42,2.22,Normal,51.39,0
1764625063.7713165,16,-41.45,-88.92,96.14,0,0.0003144494541083925,246.42,8.16,Normal,47.47,0
1764623291.7713165,18,-44.72,-91.51,96.55,0,0.00028335774333557585,274.66,2.05,Normal,46.8,0
1764624731.2713165,46,-40.23,-87.48,96.02,0,0.0003764752033177414,238.86,6.35,Normal,47.25,0
1764624560.6713166,22,-58.03,-54.68,16.82,52,0.12582175434297438,4.13,364.37,Jamming,-3.36,1
1764623580.4713166,9,-42.03,-91.03,98.32,0,0.0005815643205331171,245.09,1.93,Normal,49.0,0
1764624264.6713166,8,-72.11,-51.11,6.94,70,0.19428023742518796,3.01,155.05,Jamming,-21.0,1
1764624018.9713166,7,-54.53,-92.63,99.09,0,0.0007019117973201111,243.28,6.1,Normal,38.1,0
1764624001.1713166,6,-48.52,-90.14,99.22,0,0.0004791405748041174,291.24,3.76,Normal,41.62,0
1764623190.3713167,34,-40.99,-88.68,99.92,0,0.0008981309635997073,239.04,7.31,Normal,47.68,0
1764625015.9713166,47,-55.93,-54.64,29.71,72,0.20596175109753412,3.52,338.0,Jamming,-1.29,1
1764624286.2713165,32,-40.69,-89.68,97.88,0,0.00022356344614652454,250.95,3.9,Normal,49.0,0
1764623483.1713166,43,-55.38,-46.95,27.34,80,0.17463189718488092,3.96,342.75,Jamming,-8.43,1
1764624950.7713165,12,-38.06,-96.0,99.69,0,0.0008014806013097083,199.0,5.69,Normal,57.94,0
1764624881.9713166,32,-51.72,-89.18,95.76,0,0.0009176116349389678,260.52,4.53,Normal,37.46,0
1764624234.8713167,31,-58.96,-56.3,4.62,83,0.13192327436763826,5.45,396.12,Jamming,-2.66,1
1764623932.9713166,24,-60.04,-46.23,6.44,79,0.1957801064447865,3.77,173.1,Jamming,-13.81,1
1764625099.9713166,27,-45.26,-89.82,95.24,0,0.00042248059028304047,273.51,1.79,Normal,44.56,0
1764623437.4713166,21,-47.72,-91.43,98.11,0,0.0006225227980945404,214.87,5.19,Normal,43.71,0
1764625019.0713167,48,-44.25,-93.15,96.08,0,0.0005169070619783811,249.16,1.92,Normal,48.91,0
1764624383.5713167,47,-41.96,-89.3,99.42,0,0.000615236697939286,287.06,5.89,Normal,47.34,0
1764624079.6713166,28,-51.74,-87.32,95.53,0,0.000716375974387024,236.32,6.53,Normal,35.58,0
1764623654.8713167,2,-51.83,-89.77,99.92,0,0.0009743362850663094,240.37,9.86,Normal,37.94,0
1764623997.3713167,22,-66.28,-50.49,11.68,56,0.23645178326106908,9.07,132.04,Jamming,-15.79,1
1764623522.1713166,26,-31.28,-90.81,81.8,2,0.0067778380802515255,209.25,98.26,Spoofing,59.53,2
1764624935.9713166,45,-47.52,-92.5,97.87,0,0.000673669963292936,251.48,7.3,Normal,44.99,0
1764624525.2713165,10,-45.66,-87.98,97.26,0,0.0009233916510562742,298.68,2.36,Normal,42.32,0
1764623747.1713166,46,-38.97,-89.99,95.23,0,0.0006255142943221464,282.06,8.89,Normal,51.02,0
1764623251.6713166,39,-32.4,-91.17,86.59,2,0.007100017727300924,268.81,126.46,Spoofing,58.77,2
1764624435.7713165,43,-28.86,-90.01,85.18,4,0.0056316291628511345,197.2,123.08,Spoofing,61.15,2
1764624156.4713166,48,-29.06,-89.02,90.41,9,0.0026547240373987445,307.59,100.17,Spoofing,59.97,2
1764623662.6713166,10,-31.4,-92.93,88.47,6,0.002477732246143542,334.09,142.67,Spoofing,61.53,2
1764623870.0713167,4,-37.82,-91.61,98.72,0,0.0009850014337939891,267.89,4.03,Normal,53.79,0
1764625023.3713167,35,-42.94,-90.67,95.03,0,0.0007616885431991191,220.29,8.88,Normal,47.74,0
1764623366.8713167,50,-37.83,-88.69,98.51,0,0.0005965927389529308,248.89,2.12,Normal,50.86,0
1764624490.4713166,38,-60.8,-48.99,16.35,87,0.29781774997500654,6.06,320.09,Jamming,-11.81,1
1764624991.6713166,3,-42.19,-93.47,99.92,0,0.00012830055736246583,237.19,5.36,Normal,51.28,0
1764623160.1713166,41,-45.36,-51.1,20.45,61,0.20490822658330576,19.01,289.52,Jamming,5.74,1
1764624716.5713167,25,-39.74,-85.85,96.8,0,0.0005547749850093354,276.12,1.2,Normal,46.12,0
1764623856.8713167,1,-49.94,-89.89,96.69,0,0.00043128613544749325,226.43,4.49,Normal,39.94,0
1764623447.9713166,18,-31.19,-91.21,90.88,0,0.007722230286448338,225.89,64.37,Spoofing,60.02,2
1764624287.7713165,7,-37.88,-88.93,97.69,0,0.0004168862941236669,272.33,9.13,Normal,51.05,0
1764624509.7713165,2,-67.98,-49.33,3.04,97,0.22343056034022135,16.58,366.11,Jamming,-18.65,1
1764623529.1713166,38,-31.97,-91.07,81.67,0,0.0062661303075850616,224.0,70.98,Spoofing,59.1,2
1764624826.6713166,35,-76.35,-42.73,28.86,66,0.24655422820802103,10.56,383.56,Jamming,-33.62,1
1764623900.4713166,45,-44.57,-88.24,97.47,0,0.000950528404414416,251.22,2.93,Normal,43.67,0
1764624212.5713167,18,-45.08,-90.73,95.39,0,0.0001334675343285907,230.88,2.82,Normal,45.65,0
1764623745.4713166,17,-52.98,-50.64,27.37,98,0.2750696486075054,7.47,109.52,Jamming,-2.34,1
1764624320.4713166,42,-43.47,-87.25,97.5,0,0.0008079506348858995,223.05,3.16,Normal,43.78,0
1764624682.3713167,30,-50.5,-53.96,7.48,83,0.1736700525805202,12.41,266.42,Jamming,3.46,1
1764623441.6713166,34,-30.73,-91.32,94.48,9,0.0027856796159864278,313.15,53.5,Spoofing,60.59,2
1764623699.2713165,38,-39.22,-92.84,97.12,0,0.00033482081257124656,260.14,5.73,Normal,53.62,0
1764623469.4713166,30,-48.64,-89.72,99.02,0,0.0006058386872852867,220.84,9.99,Normal,41.08,0
1764624584.4713166,50,-47.14,-86.54,95.81,0,0.0004309014112282032,242.26,9.81,Normal,39.4,0
1764623559.8713167,28,-47.6,-86.59,96.33,0,0.0003450498511296918,262.7,7.45,Normal,38.99,0
1764625147.8713167,49,-27.82,-90.04,80.23,3,0.004785552111664445,359.99,123.23,Spoofing,62.22,2
1764625006.5713167,20,-46.13,-92.27,96.96,0,0.0007832522098482498,219.21,4.54,Normal,46.13,0
1764623308.4713166,17,-47.48,-91.46,96.37,0,0.0005010402903166346,276.97,4.98,Normal,43.98,0
1764623794.0713167,23,-32.74,-90.4,84.44,8,0.0010152313303753257,292.25,131.75,Spoofing,57.66,2
1764623290.5713167,41,-48.72,-90.75,99.89,0,0.0008399562062379961,222.39,6.09,Normal,42.03,0
1764623413.5713167,10,-30.9,-88.6,97.03,0,0.0008016953414801695,269.42,7.79,Normal,57.69,0
1764623365.1713166,26,-39.55,-89.83,97.15,0,0.0009917879192898652,260.13,6.17,Normal,50.28,0
1764624346.8713167,2,-45.35,-91.87,95.66,0,0.0005823317478335572,214.61,4.48,Normal,46.52,0
1764624753.3713167,8,-51.93,-89.21,99.08,0,0.0008475915691769075,218.63,6.57,Normal,37.28,0
1764623192.9713166,42,-40.49,-88.08,95.86,0,0.00020091777494207357,248.61,6.49,Normal,47.59,0
1764625021.8713167,26,-49.06,-89.34,99.1,0,0.00016397987697608024,270.33,8.96,Normal,40.28,0
1764624543.7713165,12,-42.56,-90.78,97.38,0,0.0004922891386233771,253.21,8.38,Normal,48.22,0
1764624847.3713167,25,-41.79,-87.71,99.91,0,0.0006800769578758517,277.92,8.64,Normal,45.92,0
1764624502.1713166,14,-47.85,-93.31,99.56,0,0.00046437623608377825,257.11,3.72,Normal,45.45,0
1764623619.5713167,47,-40.18,-90.61,96.99,0,0.0005344695259445356,240.59,3.39,Normal,50.43,0
1764623877.7713165,35,-28.06,-91.54,81.06,4,0.0032968543475249664,189.25,72.27,Spoofing,63.48,2
1764624005.1713166,8,-28.89,-90.03,94.28,6,0.0046346099607989175,203.94,134.7,Spoofing,61.14,2
1764623261.8713167,47,-66.25,-46.16,16.97,52,0.12001396622521968,7.9,398.65,Jamming,-20.08,1
1764624043.2713165,29,-30.27,-90.78,92.47,4,0.0012886544287817078,263.95,78.86,Spoofing,60.51,2
1764624064.6713166,45,-48.94,-91.85,96.16,0,0.000763856926685793,238.33,5.49,Normal,42.92,0
1764625125.7713165,37,-38.61,-88.44,98.38,0,0.0006972063142594559,261.18,3.52,Normal,49.82,0
1764623843.7713165,19,-54.92,-91.13,96.39,0,0.0008265557177131425,257.97,6.23,Normal,36.22,0
1764624598.2713165,22,-58.65,-50.93,24.98,82,0.15465565809092513,11.05,134.4,Jamming,-7.73,1
1764624761.7713165,40,-42.63,-88.95,97.04,0,0.0008350097254210719,230.16,9.31,Normal,46.32,0
1764624852.6713166,34,-45.39,-91.78,98.58,0,0.00013439564151699444,258.6,4.87,Normal,46.39,0
1764624428.2713165,6,-42.24,-89.04,99.76,0,0.00019820110394057138,204.71,1.37,Normal,46.8,0
1764623706.2713165,47,-45.26,-92.85,95.47,0,0.000604773991790998,245.21,6.92,Normal,47.59,0
1764623564.4713166,20,-44.36,-88.38,97.38,0,0.0002776614375106532,256.45,2.68,Normal,44.03,0
1764624204.5713167,46,-44.83,-90.26,99.79,0,0.0002505411720592144,302.46,6.38,Normal,45.43,0
1764623332.5713167,5,-28.27,-93.75,94.2,6,0.008209677558784625,219.26,60.11,Spoofing,65.48,2
1764623245.6713166,45,-50.73,-88.92,97.71,0,0.00040190988786224715,232.47,3.39,Normal,38.19,0
1764624042.5713167,20,-43.36,-92.6,99.54,0,0.0002761490574899726,212.75,6.07,Normal,49.24,0
1764624510.5713167,4,-45.73,-92.63,99.3,0,0.00028746539543352505,248.34,8.62,Normal,46.9,0
1764624992.4713166,22,-43.6,-91.34,96.58,0,0.0009610221514967444,216.51,8.07,Normal,47.74,0
1764624441.7713165,37,-45.83,-86.2,99.56,0,0.0005885350079305535,264.59,3.8,Normal,40.37,0
1764624715.7713165,41,-38.14,-90.45,97.34,0,0.0006368581695588793,270.31,7.12,Normal,52.32,0
1764624413.3713167,4,-51.06,-89.27,96.72,0,0.0005000951242417515,225.23,5.6,Normal,38.2,0
1764624028.0713167,42,-42.07,-90.58,96.95,0,0.0009656008394122569,256.82,7.25,Normal,48.51,0
1764623504.0713167,6,-46.3,-89.95,95.04,0,0.000352156319512022,252.86,5.72,Normal,43.65,0
1764623507.6713166,41,-45.98,-88.68,95.14,0,0.0007814973805100124,219.63,1.78,Normal,42.7,0
1764624698.9713166,14,-46.53,-91.08,96.39,0,0.0002720255185291728,215.43,7.92,Normal,44.55,0
1764624621.3713167,41,-50.55,-89.08,95.29,0,0.0007213105196425479,234.51,7.73,Normal,38.53,0
1764623995.8713167,13,-49.24,-87.92,96.32,0,0.0002542871889707991,259.03,3.67,Normal,38.69,0
1764624632.1713166,49,-50.72,-89.29,96.69,0,0.00017026545146292004,225.08,2.67,Normal,38.58,0
1764624033.4713166,6,-56.96,-48.88,16.9,58,0.20713006055782351,18.85,423.26,Jamming,-8.07,1
1764623828.9713166,31,-44.58,-91.32,99.98,0,0.0003563480153706121,271.79,7.34,Normal,46.75,0
1764624861.7713165,35,-44.35,-91.69,95.89,0,0.0005238371244922603,282.11,10.0,Normal,47.35,0
1764624045.4713166,36,-39.26,-87.57,98.28,0,0.0006100748018773318,221.62,7.81,Normal,48.31,0
1764624684.0713167,5,-43.87,-91.45,97.23,0,0.0006437040298848433,255.22,8.46,Normal,47.59,0
1764624469.8713167,26,-30.43,-90.81,85.44,2,0.0058527995081944974,198.12,124.73,Spoofing,60.38,2
1764623749.4713166,24,-32.57,-90.38,85.18,2,0.002644953969123622,214.14,60.28,Spoofing,57.81,2
1764624301.4713166,44,-61.89,-58.65,24.8,65,0.1635193363949054,16.59,148.6,Jamming,-3.24,1
1764623854.0713167,25,-52.92,-89.76,98.35,0,0.0007370705291954778,267.06,5.56,Normal,36.84,0
1764624696.4713166,30,-49.73,-89.78,98.65,0,0.0009251602893432552,256.99,5.91,Normal,40.05,0
1764624338.8713167,24,-75.0,-51.56,9.65,66,0.1590920387392773,7.01,234.62,Jamming,-23.44,1
1764623831.0713167,29,-57.86,-87.96,97.95,0,0.00030611462542594353,235.58,2.49,Normal,30.1,0
1764624194.0713167,14,-35.14,-91.85,95.79,0,0.00046617622660325743,252.93,6.9,Normal,56.71,0
1764624778.9713166,12,-43.63,-89.87,99.16,0,0.000986683113582594,231.93,8.75,Normal,46.25,0
1764624618.7713165,1,-52.32,-88.82,99.49,0,0.0006160436199530322,221.36,1.35,Normal,36.51,0
1764623628.4713166,6,-46.63,-90.09,97.29,0,0.0005390287035228813,241.51,1.24,Normal,43.46,0
1764623792.2713165,17,-39.35,-91.9,95.46,0,0.000377455296932349,207.09,4.93,Normal,52.55,0
1764624418.2713165,34,-50.59,-91.51,95.81,0,0.00023797697463924403,258.81,5.01,Normal,40.92,0
1764624276.8713167,13,-47.28,-92.16,98.64,0,0.00022708443989104352,275.5,5.69,Normal,44.88,0
1764624866.3713167,29,-48.15,-89.11,98.54,0,0.0006714849963850154,256.88,9.85,Normal,40.96,0
1764623669.9713166,1,-48.83,-93.71,95.71,0,0.0002492096150033697,249.39,2.2,Normal,44.89,0
1764625087.2713165,14,-50.51,-88.78,96.97,0,0.0005350685009492924,211.43,8.93,Normal,38.27,0
1764624896.4713166,30,-35.79,-88.34,96.42,0,0.0006047435439253949,277.91,8.74,Normal,52.55,0
1764625105.8713167,45,-28.26,-89.23,83.27,0,0.00543706439271911,201.88,146.82,Spoofing,60.97,2
1764623652.2713165,27,-50.7,-88.88,97.88,0,0.0006756938099937548,248.24,7.74,Normal,38.18,0
1764625030.7713165,1,-46.39,-88.42,97.53,0,0.0006580309272227687,226.06,4.08,Normal,42.03,0
1764624165.9713166,9,-42.71,-83.16,98.49,0,0.00036792355155319904,251.31,6.72,Normal,40.45,0
1764624518.2713165,40,-49.18,-53.22,15.68,91,0.18101890012693703,4.67,108.75,Jamming,4.04,1
1764624720.8713167,17,-75.5,-50.65,17.4,74,0.20229852907674706,6.67,250.81,Jamming,-24.84,1
1764624251.0713167,41,-30.66,-86.36,84.37,6,0.00959552033723586,304.13,108.2,Spoofing,55.7,2
1764624616.8713167,27,-42.71,-88.37,98.74,0,0.0006598791776987252,281.52,8.78,Normal,45.65,0
1764624211.7713165,43,-44.15,-90.87,95.52,0,0.0008834212197761369,210.33,3.42,Normal,46.72,0
1764623419.0713167,38,-32.7,-91.32,98.37,0,0.000570733632451885,266.35,7.47,Normal,58.62,0
1764624697.0713167,37,-40.6,-91.43,96.74,0,0.00021892691938705703,229.57,2.74,Normal,50.82,0
1764624676.3713167,29,-48.99,-87.62,99.98,0,0.000816658505303823,257.29,3.55,Normal,38.64,0
1764624632.4713166,27,-43.68,-87.87,96.14,0,0.0003637166770285667,248.77,1.86,Normal,44.18,0
1764623942.8713167,26,-42.67,-90.43,96.53,0,0.0006606392041637167,268.76,3.33,Normal,47.76,0
1764624775.2713165,12,-50.53,-91.72,95.65,0,0.00022633668619671945,229.01,5.91,Normal,41.2,0
1764623815.6713166,11,-43.3,-50.36,28.85,93,0.24319335310961251,0.0,191.36,Jamming,7.06,1
1764623820.0713167,43,-47.26,-91.02,99.64,0,0.0004942785806638668,243.43,3.87,Normal,43.76,0
1764623599.0713167,22,-44.03,-88.95,95.83,0,0.0009415144876400381,254.78,1.51,Normal,44.92,0
1764625031.0713167,8,-32.81,-86.43,83.35,4,0.009091873097202018,165.95,130.31,Spoofing,53.62,2
1764623330.7713165,39,-63.45,-46.08,16.21,58,0.2628339426366675,4.79,298.47,Jamming,-17.37,1
1764623540.8713167,38,-58.27,-59.26,26.94,83,0.22209357474331481,7.58,147.63,Jamming,0.99,1
1764624866.5713167,1,-44.19,-89.35,99.14,0,0.0007492299682293964,266.44,3.24,Normal,45.16,0
1764625077.4713166,3,-46.49,-90.62,98.2,0,0.0009377426536612657,264.05,6.7,Normal,44.13,0
1764624491.6713166,5,-50.78,-89.51,99.76,0,0.0002898904976453841,279.31,5.0,Normal,38.72,0
1764623515.2713165,44,-64.69,-45.09,4.65,75,0.2630558824999143,11.97,249.64,Jamming,-19.61,1
1764624570.7713165,38,-48.76,-89.74,99.44,0,0.0006676627230242446,228.99,3.84,Normal,40.99,0
1764624887.1713166,50,-54.44,-88.88,96.65,0,0.0007526787979569859,223.47,5.62,Normal,34.44,0
1764624981.7713165,7,-29.01,-90.71,91.43,8,0.008538176454908505,192.56,74.37,Spoofing,61.7,2
1764624886.8713167,4,-47.39,-94.33,95.82,0,0.00037224532521063614,245.23,4.49,Normal,46.95,0
1764623157.4713166,6,-56.21,-89.58,97.6,0,0.0005933129068188624,251.02,5.24,Normal,33.37,0
1764624006.5713167,13,-61.42,-53.57,6.58,63,0.1444568181611134,15.38,153.09,Jamming,-7.85,1
1764624400.7713165,50,-43.88,-90.32,99.81,0,0.00011629583401860492,223.0,1.68,Normal,46.44,0
1764624248.6713166,23,-39.35,-89.9,97.92,0,0.0008470710881975137,255.35,1.68,Normal,50.55,0
1764623633.0713167,34,-28.82,-92.92,99.2,0,0.00028954242379142936,249.15,4.66,Normal,64.09,0
1764624948.6713166,16,-31.38,-91.02,90.65,0,0.001084201456497213,217.38,53.69,Spoofing,59.64,2
1764623582.9713166,36,-42.83,-89.97,99.01,0,0.0004054118458374084,228.94,7.61,Normal,47.14,0
1764625117.1713166,21,-33.26,-91.29,97.12,0,0.0009106696451109653,246.69,7.69,Normal,58.02,0
1764623869.5713167,50,-41.38,-87.1,99.67,0,0.0007690377712612845,248.56,6.55,Normal,45.73,0
1764623583.5713167,30,-44.69,-85.76,97.01,0,0.0005649499298927788,257.87,7.07,Normal,41.07,0
1764623154.2713165,20,-42.25,-91.2,99.98,0,0.00041328451085669254,253.77,8.32,Normal,48.95,0
1764624751.4713166,18,-35.94,-90.88,98.65,0,0.00041231647707705085,245.19,1.69,Normal,54.94,0
1764624595.6713166,3,-49.11,-92.92,99.71,0,0.0007183275094886573,266.2,2.43,Normal,43.81,0
